car_id,name,km_driven,transmission,owner,mileage,engine,max_power,torque
Car ID195,Maruti Swift Dzire VXI,60000,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm
Car ID196,Hyundai Getz GLS,86000,Manual,First Owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm
Car ID197,Hyundai Elite i20 Sportz Plus BSIV,5000,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm
Car ID198,Maruti Ciaz 1.3 Alpha,37000,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID199,Tata Tigor 1.2 Revotron XZ,14000,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
Car ID200,Maruti Ertiga VDI,70000,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm
Car ID201,Toyota Etios GD,120000,Manual,First Owner,,,,
Car ID202,Honda City i VTEC S,50000,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm
Car ID203,Honda Brio S MT,60000,Manual,Second Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm
Car ID204,Maruti Wagon R LXI CNG,50000,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm
Car ID205,Maruti Swift Dzire VXI,50000,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm
Car ID206,Hyundai i20 Sportz 1.2,70000,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm
Car ID207,Maruti Omni E 8 Str STD,90000,Manual,Second Owner,,,,
Car ID208,Maruti Wagon R AMT VXI,35000,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm
Car ID209,Maruti Swift Dzire VXI 1.2,20000,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID210,Maruti Alto 800 LXI,20000,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
Car ID211,Maruti Swift Dzire AMT VXI BS IV,7800,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID212,Maruti Swift VXI Optional,20000,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID213,Tata Hexa XE,15000,Manual,First Owner,17.6 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm
Car ID214,Hyundai i20 Magna,31377,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm
Car ID215,Maruti Swift Dzire VDI,50000,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm
Car ID216,Maruti Wagon R VXI BS IV,60000,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
Car ID217,Toyota Corolla Altis 1.8 VL AT,100000,Automatic,First Owner,14.53 kmpl,1794 CC,138.1 bhp,173Nm@ 4000rpm
Car ID218,Honda Brio S MT,60000,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm
Car ID219,Maruti Baleno Alpha Automatic,5000,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm
Car ID220,Tata Safari Storme EX,60000,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm
Car ID221,Maruti Alto LXi,25000,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID222,Renault KWID RXT,30000,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm
Car ID223,Datsun GO T BSIV,80000,Manual,Second Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm
Car ID224,Maruti Vitara Brezza VDi Option,75000,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID225,Hyundai Xcent 1.2 VTVT SX,32000,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm
Car ID226,Maruti Alto 800 LXI,40000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
Car ID227,Hyundai i20 1.2 Sportz,93000,Manual,Second Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm"
Car ID228,Tata Zest Revotron 1.2 XT,60000,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm
Car ID229,Maruti Swift 1.3 VXi,120000,Manual,Second Owner,,,,
Car ID230,Nissan Sunny XL,37000,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm
Car ID231,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,15000,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm
Car ID232,Nissan Micra Active XV S,80000,Manual,First Owner,19.49 kmpl,1198 CC,67.04 bhp,104Nm@ 4000rpm
Car ID233,Maruti Wagon R LXI Optional,140000,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
Car ID234,Mahindra Ssangyong Rexton RX5,70000,Manual,First Owner,12.83 kmpl,2696 CC,162 bhp,340Nm@ 1800-3250rpm
Car ID235,Mahindra Quanto C8,120000,Manual,Second Owner,17.21 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm
Car ID236,Maruti Ritz LDi,110000,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm
Car ID237,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,37000,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm
Car ID238,Renault KWID RXT,44000,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm
Car ID239,Maruti Ertiga VDI,80000,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm
Car ID240,Mahindra XUV500 W4,125000,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
Car ID241,Maruti Eeco 5 Seater AC BSIV,13500,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm
Car ID242,Hyundai Santro Xing GLS,75000,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm
Car ID243,Hyundai Accent GLE,120000,Manual,Second Owner,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)"
Car ID244,Mahindra XUV500 W8 2WD,120000,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
Car ID245,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,70000,Manual,First Owner,12.99 kmpl,2494 CC,100.57 bhp,200Nm@ 1400-3400rpm
Car ID246,Maruti Swift Dzire VDI,70000,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID247,Honda Amaze S CVT Petrol BSIV,15000,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm
Car ID248,Hyundai i10 Sportz 1.2,53000,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm
Car ID249,Maruti Swift Dzire VDI,120000,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID250,Maruti Ertiga SHVS ZDI Plus,70000,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID251,Hyundai Getz 1.3 GVS,120000,Manual,Second Owner,14.2 kmpl,1341 CC,82.9 bhp,"11.8@ 3,200(kgm@ rpm)"
Car ID252,Hyundai i20 1.2 Magna,100000,Manual,Second Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm"
Car ID253,Tata Indica DLS,110000,Manual,Second Owner,,,,
Car ID254,Maruti Swift LXI Optional-O,100000,Manual,First Owner,20.4 kmpl,1197 CC,83.11 bhp,113Nm@ 4200rpm
Car ID255,Tata Indica Vista TDI LS,162500,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm
Car ID256,Hyundai i20 2015-2017 Asta 1.4 CRDi,39000,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm
Car ID257,Maruti Ignis 1.3 Alpha,75000,Manual,First Owner,26.8 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID258,Tata Hexa XTA,50000,Automatic,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm
Car ID259,Mahindra Marazzo M6 8Str,40000,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm
Car ID260,Hyundai Verna 1.6 CRDI,92500,Manual,First Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm
Car ID261,Maruti Swift Dzire VDI,158000,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID262,Maruti Swift Dzire LDi,120000,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm
Car ID263,Honda City i DTEC V,50000,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
Car ID264,Maruti Swift Dzire ZDi,110000,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm
Car ID265,Hyundai Xcent 1.2 CRDi E,2000,Manual,Second Owner,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm
Car ID266,Toyota Fortuner 3.0 Diesel,181000,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm
Car ID267,Tata Tiago 1.05 Revotorq XZ,70000,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm
Car ID268,Nissan Sunny XL AT Special Edition,90000,Automatic,Second Owner,17.97 kmpl,1498 CC,99.6 bhp,134Nm@ 4000rpm
Car ID269,Hyundai Elite i20 Magna Plus BSIV,2000,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm
Car ID270,Maruti Swift Dzire VXI,20000,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm
Car ID271,Toyota Innova 2.5 GX 7 STR,120000,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm)
Car ID272,Mahindra Thar CRDe,35000,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm
Car ID273,Maruti Swift Dzire ZDi,193000,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm
Car ID274,Maruti Swift 1.2 DLX (Only Delhi),80000,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID275,Datsun GO D Petrol,40000,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,104Nm@ 4000rpm
Car ID276,Hyundai i20 Asta 1.4 CRDi,70000,Manual,Fourth & Above Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm
Car ID277,Mahindra Scorpio LX,122358,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
Car ID278,Tata Sumo Gold EX BSIII,75000,Manual,First Owner,14.07 kmpl,2956 CC,69.01 bhp,223Nm@ 1600-2200rpm
Car ID279,Tata Tiago Wizz 1.05 Revotorq,120000,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm
Car ID280,Tata Zest Revotron 1.2 XT,40000,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm
Car ID281,Hyundai Accent GLE,95200,Manual,Third Owner,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)"
Car ID282,Honda Brio Exclusive Edition,33033,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm
Car ID283,Hyundai Grand i10 AT Asta,63063,Automatic,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
Car ID284,Tata Manza Club Class Quadrajet90 LX,60000,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm
Car ID285,Maruti Alto LX,45000,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID286,Tata New Safari DICOR 2.2 EX 4x2,80000,Manual,Third Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm
Car ID287,Mahindra Bolero SLE,170000,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm
Car ID288,Mahindra Bolero DI DX 7 Seater,207890,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm
Car ID289,Mercedes-Benz GL-Class 220d 4MATIC Sport,7976,Automatic,First Owner,17.9 kmpl,2143 CC,170 bhp,400Nm@ 1400-2800rpm
Car ID290,Maruti Omni E MPI STD BS IV,35000,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm
Car ID291,Hyundai Grand i10 Sportz,35000,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
Car ID292,Hyundai Grand i10 Sportz,35000,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
Car ID293,Hyundai i10 Sportz AT,50000,Automatic,First Owner,16.95 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm
Car ID294,Maruti Swift VXI Deca,20000,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID295,Hyundai i10 Sportz AT,20000,Automatic,First Owner,16.95 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm
Car ID296,Maruti Swift VXI,50000,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
Car ID297,Maruti Swift VXI,50000,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
Car ID298,Mahindra Bolero 2011-2019 ZLX,120000,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm
Car ID299,Hyundai Verna 1.6 SX VTVT (O),70000,Manual,First Owner,17.1 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm
Car ID300,Hyundai i20 Active 1.2,50000,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm
Car ID301,Maruti Baleno Zeta,16500,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID302,Hyundai i20 1.2 Asta,70000,Manual,First Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm"
Car ID303,Maruti Alto LXI,99361,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID304,Maruti Swift Dzire VDI,25000,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID305,Maruti Swift Dzire VXI,70000,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
Car ID306,Hyundai Grand i10 CRDi Sportz,80000,Manual,Second Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm
Car ID307,Maruti Swift 1.3 VXi,70000,Manual,Second Owner,,,,
Car ID308,Maruti Swift Dzire VXI,70000,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
Car ID309,Chevrolet Beat LS,60000,Manual,Third Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm
Car ID310,Tata Tigor 1.2 Revotron XZA,10000,Automatic,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
Car ID311,Maruti 800 Std,80000,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm
Car ID312,Honda City i-DTEC VX,30000,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,200Nm@ 1750rpm
Car ID313,Honda City i-DTEC VX,33000,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,200Nm@ 1750rpm
Car ID314,Maruti Ertiga VXI,90000,Manual,Third Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm
Car ID315,Nissan Terrano XV Premium 110 PS,80100,Manual,Second Owner,19.01 kmpl,1461 CC,108.5 bhp,248Nm@ 2250rpm
Car ID316,Honda City i VTEC VX,120000,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm
Car ID317,Mahindra Willys CJ 3B 4X4,10000,Manual,Third Owner,,,,
Car ID318,Renault KWID RXL,40000,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm
Car ID319,Toyota Innova 2.5 GX (Diesel) 8 Seater,160000,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm
Car ID320,Maruti Wagon R VXI BS IV,47000,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
Car ID321,Hyundai Creta 1.4 CRDi S Plus,25000,Manual,First Owner,21.38 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm
Car ID322,Tata Tiago 1.2 Revotron XZ,26000,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
Car ID323,Hyundai Grand i10 1.2 CRDi Sportz,29000,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm
Car ID324,Maruti Baleno Zeta Automatic,50000,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm
Car ID325,Maruti Swift ZXI ABS,58000,Manual,Third Owner,16.1 kmpl,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)"
Car ID326,Maruti Swift Dzire VXi AT,120000,Automatic,First Owner,17.4 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
Car ID327,Maruti Swift LXI Option,50000,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID328,Hyundai i20 1.2 Asta,80000,Manual,Fourth & Above Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm"
Car ID329,Maruti Zen LXI,60000,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm
Car ID330,Maruti Celerio LXI,36000,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
Car ID331,Toyota Innova 2.5 V Diesel 8-seater,120000,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm)
Car ID332,Maruti Ritz LDi,185000,Manual,Third Owner,21.1 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm
Car ID333,Nissan Micra Diesel XV,50000,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm
Car ID334,Maruti Zen LXI,100000,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm
Car ID335,Hyundai Verna 1.6 SX VTVT (O),50000,Manual,Second Owner,17.1 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm
Car ID336,Maruti Zen Estilo LXI BSIII,80000,Manual,Second Owner,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID337,Hyundai Santro Xing XL,60000,Manual,Second Owner,,,,
Car ID338,Maruti Alto LX,80000,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID339,Maruti Swift Dzire ZDi,90000,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm
Car ID340,Maruti A-Star Vxi,162000,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm
Car ID341,Maruti Ertiga VDI,110000,Manual,Third Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm
Car ID342,Maruti Swift Ldi BSIII,120000,Manual,Third Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm
Car ID343,Nissan Micra Diesel XV,45000,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm
Car ID344,Maruti Wagon R LXI,90000,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID345,Ford Figo Diesel Titanium,90000,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm
Car ID346,Mahindra XUV300 W8 Option BSIV,16500,Manual,First Owner,17.0 kmpl,1197 CC,110 bhp,200Nm@ 2000-3500rpm
Car ID347,Hyundai Creta 1.6 CRDi AT SX Plus,67000,Automatic,First Owner,17.01 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm
Car ID348,Maruti Swift VXI BSIV,52000,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID349,Datsun GO T Option BSIV,40000,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm
Car ID350,Hyundai Grand i10 Asta,40000,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm
Car ID351,Toyota Fortuner 2.8 2WD MT BSIV,35000,Manual,First Owner,14.24 kmpl,2755 CC,174.5 bhp,420Nm@ 1400-2600rpm
Car ID352,Renault KWID RXL,13000,Manual,First Owner,20.71 kmpl,799 CC,53.26 bhp,72Nm@ 4386rpm
Car ID353,Honda Brio 1.2 VX MT,40000,Manual,First Owner,18.5 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm
Car ID354,Volkswagen Ameo 1.2 MPI Comfortline Plus,10000,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,110Nm@ 3750rpm
Car ID355,Nissan Sunny XV Special Edition,9000,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm
Car ID356,Toyota Etios Liva GD SP,70000,Manual,Second Owner,23.59 kmpl,1364 CC,67.06 bhp,170Nm@ 1800-2400rpm
Car ID357,Hyundai i10 Sportz,60000,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm
Car ID358,Renault Duster 85PS Diesel RxL,40000,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm
Car ID359,Mahindra XUV500 W8 2WD,93000,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm
Car ID360,Toyota Innova 2.5 V Diesel 7-seater,80000,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm)
Car ID361,Tata Indigo CS eGLX BS IV,50000,Manual,Second Owner,15.64 kmpl,1193 CC,64.08 bhp,100Nm@ 2700rpm
Car ID362,Hyundai Elantra SX AT,68000,Automatic,First Owner,14.5 kmpl,1797 CC,147.5 bhp,177.5Nm@ 4700rpm
Car ID363,Mercedes-Benz New C-Class 220 CDI AT,25000,Automatic,First Owner,14.84 kmpl,2143 CC,170 bhp,400Nm@ 1400-2800rpm
Car ID364,Tata Nano STD,18000,Manual,First Owner,25.4 kmpl,624 CC,37.5 bhp,51Nm@ 4000rpm
Car ID365,Nissan Micra Diesel XL,120000,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm
Car ID366,Maruti Wagon R LXI,35000,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID367,Maruti Swift Dzire VDI,60000,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID368,Hyundai i10 Magna,70000,Manual,Fourth & Above Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm
Car ID369,Renault KWID RXT,30000,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm
Car ID370,Volkswagen GTI 1.8 TSI,70000,Automatic,First Owner,16.34 kmpl,1798 CC,189.3 bhp,250Nm@ 1250-5300rpm
Car ID371,Jaguar XE 2016-2019 2.0L Diesel Prestige,9000,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm
Car ID372,Lexus ES 300h,20000,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm
Car ID373,Jaguar XF 2.0 Diesel Portfolio,45000,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm
Car ID374,Tata Safari Storme EX,110000,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm
Car ID375,Volvo XC40 D4 Inscription BSIV,20000,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm
Car ID376,Toyota Camry 2.5 Hybrid,68089,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm
Car ID377,Maruti Wagon R LXI,58343,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm
Car ID378,Maruti Baleno Alpha 1.3,38817,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID379,Honda Jazz VX,56494,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm
Car ID380,Toyota Innova 2.5 VX (Diesel) 7 Seater,79328,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm
Car ID381,Maruti Swift AMT VVT VXI,5621,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID382,Toyota Etios VX,25538,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm
Car ID383,Maruti Swift AMT ZXI,69779,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID384,Hyundai Grand i10 1.2 CRDi Sportz,56290,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm
Car ID385,BMW X4 M Sport X xDrive20d,7500,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm
Car ID386,BMW X4 M Sport X xDrive20d,8500,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm
Car ID387,Honda Amaze V CVT Petrol BSIV,7032,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm
Car ID388,Skoda Rapid 1.6 MPI AT Elegance,11000,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm
Car ID389,Volvo V40 D3 R-Design,2000,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm
Car ID390,Hyundai i10 Magna,106000,Manual,Third Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm
Car ID391,Toyota Etios Liva Diesel TRD Sportivo,162000,Manual,Third Owner,,,,
Car ID392,Honda CR-V 2.4L 4WD AT,120000,Automatic,Second Owner,11.1 kmpl,2354 CC,158.8 bhp,218Nm@ 4200rpm
