,manufacturer,model,year,selling_price,fuel,seller_type,mileage
367,Maruti,Swift Dzire VDI,2016,550000,Diesel,Individual,26.59
368,Hyundai,i10 Magna,2010,140000,Petrol,Individual,20.36
369,Renault,KWID RXT,2016,300000,Petrol,Individual,25.17
370,Volkswagen,GTI 1.8 TSI,2016,800000,Petrol,Individual,16.34
371,Jaguar,XE 2016-2019 2.0L Diesel Prestige,2017,2625000,Diesel,Dealer,13.6
372,Lexus,ES 300h,2019,5150000,Petrol,Dealer,22.37
373,Jaguar,XF 2.0 Diesel Portfolio,2017,3200000,Diesel,Dealer,19.33
374,Tata,Safari Storme EX,2015,503000,Diesel,Individual,14.1
375,Volvo,XC40 D4 Inscription BSIV,2019,3800000,Diesel,Individual,18.0
376,Toyota,Camry 2.5 Hybrid,2016,2000000,Petrol,Trustmark Dealer,19.16
377,Maruti,Wagon R LXI,2013,225000,Petrol,Trustmark Dealer,21.79
378,Maruti,Baleno Alpha 1.3,2018,740000,Diesel,Dealer,27.39
379,Honda,Jazz VX,2016,550000,Petrol,Trustmark Dealer,18.2
380,Toyota,Innova 2.5 VX (Diesel) 7 Seater,2013,750000,Diesel,Trustmark Dealer,12.99
381,Maruti,Swift AMT VVT VXI,2019,650000,Petrol,Trustmark Dealer,22.0
382,Toyota,Etios VX,2017,625000,Petrol,Trustmark Dealer,16.78
383,Maruti,Swift AMT ZXI,2018,600000,Petrol,Dealer,22.0
384,Hyundai,Grand i10 1.2 CRDi Sportz,2017,450000,Diesel,Dealer,24.0
385,BMW,X4 M Sport X xDrive20d,2019,5400000,Diesel,Dealer,16.78
386,BMW,X4 M Sport X xDrive20d,2019,5500000,Diesel,Dealer,16.78
387,Honda,Amaze V CVT Petrol BSIV,2019,779000,Petrol,Trustmark Dealer,19.0
388,Skoda,Rapid 1.6 MPI AT Elegance,2016,645000,Petrol,Dealer,14.3
389,Volvo,V40 D3 R-Design,2018,2475000,Diesel,Dealer,16.8
390,Hyundai,i10 Magna,2010,150000,Petrol,Individual,20.36
392,Honda,CR-V 2.4L 4WD AT,2009,500000,Petrol,Individual,11.1
393,Maruti,Swift Dzire VDI,2015,480000,Diesel,Individual,26.59
394,Hyundai,Verna 1.6 SX CRDi (O),2014,535000,Diesel,Individual,22.32
395,Toyota,Innova 2.5 G1 Diesel 8-seater,2005,250000,Diesel,Individual,12.8
396,Maruti,SX4 Celebration Diesel,2012,300000,Diesel,Individual,21.5
397,Hyundai,Verna XXi ABS (Petrol),2009,340000,Petrol,Individual,13.9
398,Hyundai,Verna CRDi SX,2009,340000,Diesel,Individual,16.8
399,Maruti,Alto 800 VXI,2016,240000,Petrol,Individual,22.74
400,Honda,City i-VTEC CVT V,2018,1085000,Petrol,Individual,18.0
401,Maruti,Swift Dzire AMT VDI,2017,750000,Diesel,Individual,28.4
402,Tata,Indigo LS,2012,95000,Diesel,Individual,17.0
403,Maruti,Eeco CNG 5 Seater AC,2020,409999,Other,Individual,20.88
404,Maruti,Alto K10 VXI,2014,215000,Petrol,Individual,23.95
405,Mahindra,XUV500 AT W10 AWD,2016,1290000,Diesel,Individual,16.0
406,Maruti,Alto K10 LXI,2010,150000,Petrol,Individual,20.92
407,Hyundai,EON Sportz,2013,219000,Petrol,Individual,21.1
408,Tata,Tiago 1.2 Revotron XE,2018,325000,Petrol,Individual,23.84
409,Maruti,Eeco Smiles 5 Seater AC,2013,260000,Petrol,Individual,15.1
410,Jaguar,XE 2016-2019 2.0L Diesel Prestige,2017,2625000,Diesel,Dealer,13.6
411,Lexus,ES 300h,2019,5150000,Petrol,Dealer,22.37
412,Jaguar,XF 2.0 Diesel Portfolio,2017,3200000,Diesel,Dealer,19.33
413,Tata,Safari Storme EX,2015,503000,Diesel,Individual,14.1
414,Volvo,XC40 D4 Inscription BSIV,2019,3800000,Diesel,Individual,18.0
415,Toyota,Camry 2.5 Hybrid,2016,2000000,Petrol,Trustmark Dealer,19.16
416,Maruti,Wagon R LXI,2013,225000,Petrol,Trustmark Dealer,21.79
417,Maruti,Baleno Alpha 1.3,2018,740000,Diesel,Dealer,27.39
418,Honda,Jazz VX,2016,550000,Petrol,Trustmark Dealer,18.2
419,Toyota,Innova 2.5 VX (Diesel) 7 Seater,2013,750000,Diesel,Trustmark Dealer,12.99
420,Maruti,Swift AMT VVT VXI,2019,650000,Petrol,Trustmark Dealer,22.0
421,Toyota,Etios VX,2017,625000,Petrol,Trustmark Dealer,16.78
422,Maruti,Swift AMT ZXI,2018,600000,Petrol,Dealer,22.0
423,Hyundai,Grand i10 1.2 CRDi Sportz,2017,450000,Diesel,Dealer,24.0
424,BMW,X4 M Sport X xDrive20d,2019,5400000,Diesel,Dealer,16.78
425,BMW,X4 M Sport X xDrive20d,2019,5500000,Diesel,Dealer,16.78
426,Honda,Amaze V CVT Petrol BSIV,2019,779000,Petrol,Trustmark Dealer,19.0
427,Skoda,Rapid 1.6 MPI AT Elegance,2016,645000,Petrol,Dealer,14.3
428,Volvo,V40 D3 R-Design,2018,2475000,Diesel,Dealer,16.8
429,Honda,Amaze S CVT Diesel BSIV,2019,700000,Diesel,Individual,23.8
430,Hyundai,Creta 1.4 CRDi Base,2017,950000,Diesel,Individual,21.38
431,Maruti,Alto LXi BSIII,2010,160000,Petrol,Individual,19.7
432,Hyundai,Xcent 1.1 CRDi S Option,2015,409999,Diesel,Individual,24.4
433,Toyota,Innova 2.5 G (Diesel) 7 Seater,2015,840000,Diesel,Individual,12.99
434,Toyota,Etios Liva Diesel,2013,450000,Diesel,Individual,23.59
435,Maruti,Swift Dzire ZDI Plus,2017,900000,Diesel,Individual,28.4
436,Toyota,Innova 2.5 V Diesel 7-seater,2008,570000,Diesel,Individual,12.8
437,Nissan,Micra Diesel XV,2011,254999,Diesel,Individual,23.08
438,Maruti,800 AC BSIII,2009,130000,Petrol,Individual,16.1
439,Maruti,Swift Dzire VDI,2013,530000,Diesel,Individual,23.4
440,Volkswagen,Polo 1.5 TDI Highline,2015,520000,Diesel,Individual,20.14
441,Mahindra,Verito 1.5 D2 BSIII,2011,229999,Diesel,Individual,21.0
442,Maruti,800 AC BSIII,2004,81000,Petrol,Individual,16.1
443,Maruti,Swift VDI Optional,2016,600000,Diesel,Individual,25.2
444,Hyundai,Xcent 1.2 Kappa S Option,2015,409999,Petrol,Individual,19.1
445,Maruti,800 Std,2010,120000,Petrol,Individual,16.1
446,Maruti,Celerio VXI,2014,320000,Petrol,Individual,23.1
447,Ford,Figo Diesel EXI,2015,292000,Diesel,Individual,20.0
448,Tata,Safari DICOR 2.2 LX 4x2,2012,390000,Diesel,Individual,13.93
449,Ford,Figo 1.2P Titanium Plus MT,2016,550000,Petrol,Individual,18.16
450,Maruti,Celerio ZXI,2014,385000,Petrol,Individual,23.1
451,Hyundai,Creta 1.6 VTVT S,2016,800000,Petrol,Individual,15.29
452,Maruti,Swift Dzire VXI 1.2,2019,675000,Petrol,Individual,21.21
453,Tata,Hexa XT,2018,1525000,Diesel,Individual,17.6
454,Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,Diesel,Individual,23.0
455,Hyundai,i20 Active 1.4 SX with AVN,2015,610000,Diesel,Individual,21.19
456,Hyundai,i20 Asta 1.4 CRDi,2012,525000,Diesel,Individual,22.54
457,Honda,Amaze S CVT Diesel BSIV,2019,700000,Diesel,Individual,23.8
458,Mahindra,Bolero 2011-2019 SLE,2015,375000,Diesel,Individual,15.96
459,Nissan,Terrano XL Plus 85 PS,2015,580000,Diesel,Individual,20.45
460,Maruti,Swift VXI Windsong Limited edition,2015,434999,Petrol,Individual,20.4
461,Datsun,RediGO 1.0 S,2020,350000,Petrol,Individual,22.5
462,Toyota,Innova 2.5 G (Diesel) 7 Seater,2012,730000,Diesel,Individual,12.99
463,Hyundai,i20 Magna 1.2,2015,600000,Petrol,Individual,18.6
464,Toyota,Innova 2.5 VX (Diesel) 7 Seater,2015,1050000,Diesel,Individual,12.99
465,Maruti,Baleno Alpha 1.3,2017,735000,Diesel,Individual,27.39
466,Renault,Duster 110PS Diesel RxZ,2018,1050000,Diesel,Dealer,19.6
467,Chevrolet,Enjoy 1.3 TCDi LS 7,2016,420000,Diesel,Individual,18.2
468,Maruti,SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,Diesel,Individual,23.65
469,Toyota,Fortuner 4x2 AT,2015,2000000,Diesel,Individual,12.55
470,Maruti,Swift Dzire VDI,2016,600000,Diesel,Individual,26.59
471,Toyota,Fortuner 4x2 AT,2015,1900000,Diesel,Individual,12.55
472,Chevrolet,Captiva LT,2011,500000,Diesel,Individual,11.5
473,Tata,Indica Vista Aqua 1.4 TDI,2011,200000,Diesel,Individual,17.0
474,Nissan,Micra Active XL Petrol,2016,370000,Petrol,Individual,19.49
475,Hyundai,Verna Transform CRDi VGT SX ABS,2010,260000,Diesel,Individual,16.2
476,Mahindra,KUV 100 mFALCON D75 K8,2016,280000,Diesel,Individual,25.32
477,Maruti,Ertiga VXI,2014,610000,Petrol,Individual,16.02
478,Ford,Fiesta Titanium 1.5 TDCi,2013,300000,Diesel,Individual,23.5
479,Tata,Indigo CS LX DiCOR,2010,140000,Diesel,Individual,16.6
480,Hyundai,i10 Magna 1.1L,2008,229999,Petrol,Individual,19.81
481,Maruti,A-Star Vxi,2010,200000,Petrol,Individual,19.0
482,Maruti,Wagon R VXI BSIII,2011,200000,Petrol,Individual,18.9
483,Hyundai,Verna 1.6 CRDi S,2015,560000,Diesel,Individual,23.9
484,Maruti,Ertiga SHVS VDI,2016,750000,Diesel,Individual,24.52
485,Maruti,Swift VDI BSIV,2017,585000,Diesel,Individual,25.2
486,Hyundai,Verna 1.6 VTVT S Option,2016,760000,Petrol,Individual,17.01
487,Maruti,Swift VDI BSIV,2014,430000,Diesel,Individual,25.2
488,Mahindra,KUV 100 D75 K6 Plus,2020,480000,Diesel,Individual,25.32
489,Kia,Seltos HTE D,2019,643000,Diesel,Individual,20.8
490,Hyundai,Xcent 1.2 VTVT S,2018,500000,Petrol,Individual,20.14
491,Honda,Brio 1.2 S MT,2016,425000,Petrol,Individual,18.5
492,Maruti,Alto 800 LXI,2014,250000,Petrol,Individual,22.74
493,Maruti,Celerio LDi,2016,285000,Diesel,Individual,27.62
494,Maruti,Swift Dzire VXi,2008,160000,Petrol,Individual,17.5
495,Volkswagen,Vento Diesel Trendline,2011,250000,Diesel,Individual,20.54
496,Chevrolet,Beat LS,2013,170000,Petrol,Individual,18.6
497,Toyota,Etios Liva GD,2013,409999,Diesel,Individual,23.59
498,Hyundai,Grand i10 AT Asta,2015,400000,Petrol,Individual,18.9
499,Maruti,Swift Dzire VDI,2019,700000,Diesel,Individual,28.4
500,Honda,Civic 1.8 V AT,2007,350000,Petrol,Individual,12.9
501,Maruti,Ertiga BSIV VXI,2016,660000,Petrol,Individual,17.5
502,Maruti,Alto 800 VXI,2017,268000,Petrol,Individual,24.7
503,Maruti,Alto 800 VXI,2016,270000,Petrol,Individual,22.74
504,Chevrolet,Beat Diesel LT,2013,300000,Diesel,Individual,25.44
505,Tata,Tiago 1.2 Revotron XZ,2017,450000,Petrol,Individual,23.84
506,Chevrolet,Beat Diesel LT,2012,220000,Diesel,Individual,25.44
507,Tata,New Safari DICOR 2.2 VX 4x2,2009,250000,Diesel,Individual,13.93
508,Ford,Figo Petrol EXI,2012,300000,Petrol,Individual,15.6
509,Tata,Indica V2 2001-2011 DLS BSIII,2009,88000,Diesel,Individual,17.88
510,Maruti,Swift Dzire VDI,2016,561000,Diesel,Individual,26.59
511,Maruti,Swift Dzire VDI,2018,755000,Diesel,Individual,28.4
512,Datsun,RediGO S,2017,235000,Petrol,Individual,22.7
513,Maruti,Alto K10 LXI,2011,165000,Petrol,Individual,20.92
514,Maruti,Swift Dzire LDi,2008,190000,Diesel,Individual,19.3
515,Tata,Indica V2 DLX BSII,2011,110000,Diesel,Individual,17.2
516,Mahindra,Bolero 2011-2019 DI 4WD NON AC,2012,320000,Diesel,Individual,13.6
518,Hyundai,i20 Asta Option 1.2,2016,540000,Petrol,Individual,18.6
519,Hyundai,EON Era Plus,2013,180000,Petrol,Individual,21.1
520,Maruti,Eeco 7 Seater Standard BSIV,2016,270000,Petrol,Individual,15.37
521,Maruti,Swift Dzire 1.2 Vxi BSIV,2012,450000,Petrol,Individual,17.5
522,Maruti,Swift Dzire VXI,2014,450000,Petrol,Individual,19.1
523,Chevrolet,Beat LT,2015,200000,Petrol,Individual,18.6
524,Tata,Tiago 1.2 Revotron XZ,2017,425000,Petrol,Individual,23.84
525,Chevrolet,Sail 1.2 LS ABS,2016,400000,Petrol,Individual,18.2
526,Maruti,Alto LXi BSIII,2009,125000,Petrol,Individual,19.7
527,Jeep,Compass 2.0 Longitude Option BSIV,2018,1600000,Diesel,Individual,17.1
528,Honda,City i VTEC VX,2015,900000,Petrol,Individual,17.4
529,Volkswagen,Vento Diesel Highline,2012,450000,Diesel,Individual,20.54
530,Maruti,Alto K10 2010-2014 VXI,2011,210000,Petrol,Individual,20.92
531,Hyundai,i20 1.2 Asta Option,2018,801000,Petrol,Individual,18.6
532,Tata,Venture EX 7 Str Captain Seats,2014,317000,Diesel,Individual,15.42
533,Maruti,Ertiga VXI,2015,600000,Petrol,Individual,16.02
534,Hyundai,i20 Magna,2014,330000,Petrol,Individual,18.5
535,Hyundai,EON Magna Plus,2017,320000,Petrol,Individual,21.1
537,Hyundai,Getz GLX,2007,120000,Petrol,Individual,15.3
538,Maruti,Alto LXi,2009,130000,Petrol,Individual,19.7
539,Chevrolet,Sail 1.2 LS,2015,220000,Petrol,Individual,18.2
541,Tata,Zest Revotron 1.2T XM,2015,340000,Petrol,Individual,17.57
542,Ford,Classic 1.4 Duratorq CLXI,2013,200000,Diesel,Individual,19.68
543,Maruti,Alto LXI,2002,140000,Petrol,Individual,19.7
544,Toyota,Innova 2.5 G (Diesel) 8 Seater,2013,1000000,Diesel,Individual,12.99
545,Mahindra,Bolero SLX,2010,495000,Diesel,Individual,13.6
546,Maruti,Alto 800 LXI,2015,236000,Petrol,Individual,22.74
547,Maruti,Wagon R VXI BS IV,2015,390000,Petrol,Individual,20.51
548,Maruti,Swift Dzire VDi,2009,275000,Diesel,Individual,19.3
549,Tata,Safari Storme EX,2015,503000,Diesel,Individual,14.1
550,Maruti,Vitara Brezza ZDi Plus Dual Tone,2017,775000,Diesel,Dealer,24.3
551,Toyota,Innova Crysta 2.8 ZX AT BSIV,2016,1800000,Diesel,Individual,11.36
552,Hyundai,Creta 1.6 CRDi SX,2016,850000,Diesel,Individual,19.67
553,Maruti,Vitara Brezza VDi,2018,750000,Diesel,Individual,24.3
554,Hyundai,i20 1.2 Spotz,2018,570000,Petrol,Individual,18.6
555,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2018,580000,Petrol,Individual,18.9
556,Honda,Jazz 1.2 VX i VTEC,2016,484999,Petrol,Individual,18.7
557,Honda,BR-V i-VTEC S MT,2017,700000,Petrol,Dealer,15.4
558,Hyundai,Verna S,2012,415000,Petrol,Dealer,17.7
559,Nissan,Micra XV CVT,2015,325000,Petrol,Individual,19.34
560,Ford,Figo Aspire 1.2 Ti-VCT Trend,2018,550000,Petrol,Individual,18.16
561,Hyundai,EON Sportz,2017,300000,Petrol,Individual,21.1
562,Datsun,RediGO T Option,2018,217000,Petrol,Individual,22.7
563,Ford,Freestyle Titanium Petrol BSIV,2018,700000,Petrol,Individual,19.0
564,Hyundai,Santro Sportz AMT BSIV,2019,466000,Petrol,Individual,20.3
565,Ford,EcoSport 1.5 Diesel Trend BSIV,2014,484999,Diesel,Dealer,23.0
566,Nissan,Sunny XL D,2018,670000,Diesel,Individual,22.71
567,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2018,500000,Petrol,Individual,18.9
568,Maruti,SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,675000,Diesel,Individual,23.65
569,Hyundai,i20 1.4 CRDi Asta,2011,220000,Diesel,Individual,23.0
570,Jeep,Compass 2.0 Limited,2017,1650000,Diesel,Individual,17.1
571,Maruti,Ertiga ZDI,2013,630000,Diesel,Individual,20.77
572,Tata,Manza Aura Quadrajet,2010,250000,Diesel,Individual,18.8
573,Maruti,Wagon R LXI,2004,120000,Petrol,Individual,18.9
574,Skoda,Rapid 1.5 TDI Elegance,2015,300000,Diesel,Individual,21.14
575,Hyundai,Verna 1.6 CRDi EX AT,2013,525000,Diesel,Individual,22.32
578,Mahindra,Scorpio 1.99 S10,2016,1100000,Diesel,Individual,15.4
579,Renault,Duster 110PS Diesel RxZ,2012,480000,Diesel,Individual,19.01
580,Mahindra,XUV500 W4,2014,605000,Diesel,Individual,15.1
581,Maruti,Alto 800 LXI Optional,2016,250000,Petrol,Individual,24.7
582,Ford,Figo Diesel Celebration Edition,2013,245000,Diesel,Individual,20.0
583,Hyundai,i10 Magna 1.2 iTech SE,2012,210000,Petrol,Individual,20.36
584,Maruti,Swift Dzire VXI 1.2,2020,730000,Petrol,Individual,21.21
585,Mahindra,Bolero 2011-2019 SLX,2012,500000,Diesel,Individual,15.96
586,Maruti,Wagon R VXI Optional,2015,400000,Petrol,Individual,20.51
587,Hyundai,EON Magna Plus,2015,280000,Petrol,Individual,21.1
588,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,2009,561000,Diesel,Individual,12.8
589,Mitsubishi,Pajero Sport 4X4,2013,950000,Diesel,Dealer,13.5
590,Chevrolet,Beat Diesel LS,2016,375000,Diesel,Dealer,25.44
591,Volkswagen,Ameo 1.5 TDI Comfortline,2017,700000,Diesel,Dealer,21.66
592,Toyota,Etios VX,2012,375000,Petrol,Dealer,17.6
593,Hyundai,EON Era Plus,2012,270000,Petrol,Dealer,21.1
594,Renault,KWID RXT,2016,300000,Petrol,Dealer,25.17
595,Maruti,Zen Estilo VXI BSIV,2010,225000,Petrol,Dealer,19.0
596,Toyota,Innova 2.5 G (Diesel) 8 Seater,2015,1350000,Diesel,Dealer,12.99
597,Maruti,Zen Estilo LXI BSIII,2010,200000,Petrol,Dealer,18.2
598,Hyundai,Verna 1.6 SX,2011,400000,Diesel,Dealer,22.32
599,Honda,Amaze VX i-DTEC,2013,500000,Diesel,Dealer,25.8
600,Maruti,Swift VXI BSIV,2015,500000,Petrol,Dealer,22.0
601,Toyota,Fortuner 2.8 2WD MT,2013,1500000,Diesel,Dealer,14.24
602,Ford,Ecosport 1.5 Ti VCT MT Titanium,2015,555000,Petrol,Individual,15.8
603,Hyundai,Grand i10 1.2 Kappa Magna AT,2018,580000,Petrol,Individual,18.9
604,Tata,Aria Pride,2011,337000,Diesel,Individual,13.7
605,Tata,Sumo CX 10 Str BSIV,2011,175000,Diesel,Individual,12.2
606,Tata,Manza Aura Plus Quadrajet,2009,180000,Diesel,Individual,18.8
607,Hyundai,i10 Sportz 1.1L,2011,200000,Petrol,Individual,19.81
608,Tata,Indigo CS LX (TDI) BS-III,2016,260000,Diesel,Individual,19.09
609,Renault,KWID 1.0 RXT Optional,2016,350000,Petrol,Individual,23.01
610,Mahindra,Bolero SLX,2011,409999,Diesel,Individual,13.6
611,Mahindra,TUV 300 T8,2017,655000,Diesel,Individual,18.49
612,Maruti,Swift Dzire LDI,2015,370000,Diesel,Individual,26.59
613,Maruti,Alto 800 LXI,2013,200000,Petrol,Individual,22.74
614,Maruti,Ertiga SHVS ZDI,2017,800000,Diesel,Individual,24.52
615,Tata,Tiago NRG Petrol,2019,550000,Petrol,Individual,24.0
616,Ford,Figo Diesel ZXI,2012,300000,Diesel,Individual,20.0
617,Maruti,Omni E MPI STD BS IV,2017,220000,Petrol,Individual,16.8
618,Maruti,Wagon R LXI BS IV,2011,196000,Petrol,Individual,18.9
619,Hyundai,i10 Era,2008,135000,Petrol,Individual,19.81
620,Tata,Bolt Revotron XE,2015,299000,Petrol,Individual,17.57
621,Maruti,Alto K10 VXI,2017,300000,Petrol,Individual,23.95
622,Maruti,Ertiga SHVS VDI,2017,720000,Diesel,Individual,24.52
623,Tata,Safari Storme EX,2016,650000,Diesel,Individual,14.1
624,Maruti,Alto K10 VXI,2016,300000,Petrol,Individual,23.95
625,Hyundai,Grand i10 1.2 CRDi Asta,2019,750000,Diesel,Individual,24.0
626,Renault,KWID RXT,2016,260000,Petrol,Individual,25.17
627,Maruti,Swift VDI,2011,300000,Diesel,Individual,22.9
628,Mahindra,Bolero 2011-2019 SLX,2014,600000,Diesel,Individual,15.96
629,Honda,Accord V6 AT,2004,275000,Petrol,Individual,9.0
630,Maruti,Alto K10 VXI,2015,250000,Petrol,Individual,23.95
631,Maruti,Swift Dzire VDI,2014,420000,Diesel,Individual,23.4
632,Hyundai,EON Era Plus,2015,235000,Petrol,Individual,21.1
633,Mahindra,Scorpio S10 7 Seater,2016,1100000,Diesel,Individual,15.4
634,Maruti,Alto K10 VXI,2019,360000,Petrol,Individual,23.95
635,Hyundai,Grand i10 CRDi Asta,2014,380000,Diesel,Individual,24.0
636,Ford,EcoSport 1.5 TDCi Titanium BSIV,2016,650000,Diesel,Individual,22.77
637,Maruti,Wagon R VXI Optional,2016,350000,Petrol,Individual,20.51
638,Mahindra,Bolero 2011-2019 DI - AC BS III,2017,700000,Diesel,Individual,15.96
639,Hyundai,i20 Asta (o) 1.4 CRDi (Diesel),2010,270000,Diesel,Individual,23.0
640,Tata,Bolt Quadrajet XE,2017,450000,Diesel,Individual,22.95
641,Mahindra,Thar CRDe,2016,630000,Diesel,Individual,16.55
642,Mahindra,Xylo E4 BS IV,2010,229999,Diesel,Individual,14.0
643,Mahindra,Xylo E4 BS IV,2010,229999,Diesel,Individual,14.0
644,Maruti,Wagon R VXI BS IV,2011,270000,Petrol,Individual,18.9
645,Tata,Indica Vista Aura Safire Anniversary Edition,2009,135000,Petrol,Individual,0.0
646,Maruti,Wagon R VXI BS IV,2012,275000,Petrol,Individual,18.9
647,Jaguar,XE 2016-2019 2.0L Diesel Prestige,2017,2625000,Diesel,Dealer,13.6
648,Lexus,ES 300h,2019,5150000,Petrol,Dealer,22.37
649,Jaguar,XF 2.0 Diesel Portfolio,2017,3200000,Diesel,Dealer,19.33
650,Tata,Safari Storme EX,2015,503000,Diesel,Individual,14.1
651,Volvo,XC40 D4 Inscription BSIV,2019,3800000,Diesel,Individual,18.0
652,Toyota,Camry 2.5 Hybrid,2016,2000000,Petrol,Trustmark Dealer,19.16
653,Maruti,Wagon R LXI,2013,225000,Petrol,Trustmark Dealer,21.79
654,Maruti,Baleno Alpha 1.3,2018,740000,Diesel,Dealer,27.39
655,Honda,Jazz VX,2016,550000,Petrol,Trustmark Dealer,18.2
656,Toyota,Innova 2.5 VX (Diesel) 7 Seater,2013,750000,Diesel,Trustmark Dealer,12.99
657,Maruti,Swift AMT VVT VXI,2019,650000,Petrol,Trustmark Dealer,22.0
658,Toyota,Etios VX,2017,625000,Petrol,Trustmark Dealer,16.78
659,Maruti,Swift AMT ZXI,2018,600000,Petrol,Dealer,22.0
660,Hyundai,Grand i10 1.2 CRDi Sportz,2017,450000,Diesel,Dealer,24.0
661,BMW,X4 M Sport X xDrive20d,2019,5400000,Diesel,Dealer,16.78
662,BMW,X4 M Sport X xDrive20d,2019,5500000,Diesel,Dealer,16.78
663,Honda,Amaze V CVT Petrol BSIV,2019,779000,Petrol,Trustmark Dealer,19.0
664,Skoda,Rapid 1.6 MPI AT Elegance,2016,645000,Petrol,Dealer,14.3
665,Volvo,V40 D3 R-Design,2018,2475000,Diesel,Dealer,16.8
666,Mahindra,TUV 300 T8,2015,634000,Diesel,Individual,18.49
667,Maruti,A-Star Zxi,2012,235000,Petrol,Individual,19.0
668,Hyundai,i10 Asta,2008,275000,Petrol,Individual,20.36
669,Mahindra,Thar CRDe AC,2014,700000,Diesel,Individual,16.55
670,Fiat,Grande Punto Sport 90BHP,2013,400000,Diesel,Individual,20.3
671,Maruti,Alto LXi,2012,215000,Petrol,Individual,19.7
672,Hyundai,Getz 1.5 CRDi GVS,2009,150000,Diesel,Individual,17.1
673,Maruti,S-Cross 2017-2020 Zeta DDiS 200 SH,2018,950000,Diesel,Individual,25.1
674,Mahindra,TUV 300 T8,2015,730000,Diesel,Individual,18.49
675,Tata,Indica V2 Turbomax DLS BS IV,2012,135000,Diesel,Individual,19.0
676,Hyundai,Xcent 1.2 Kappa Base,2016,350000,Petrol,Individual,19.1
677,Mahindra,KUV 100 G80 K6 Plus,2018,535000,Petrol,Individual,18.15
678,Maruti,Swift Dzire Tour S CNG,2018,455000,Petrol,Individual,19.0
679,Maruti,Swift Dzire VXI 1.2,2019,655000,Petrol,Individual,21.21
680,Ford,EcoSport 1.5 Diesel Titanium BSIV,2019,800000,Diesel,Individual,23.0
681,Toyota,Yaris V CVT BSIV,2018,1100000,Petrol,Individual,17.8
682,Mercedes-Benz,E-Class E250 CDI Avantgarde,2016,3000000,Diesel,Individual,13.0
683,Toyota,Fortuner 4x2 4 Speed AT,2012,1225000,Diesel,Individual,11.5
684,Mahindra,KUV 100 G80 K2,2018,340000,Petrol,Individual,18.15
685,Volkswagen,Vento Diesel Highline,2011,300000,Diesel,Individual,20.54
686,Ford,Figo 1.2P Titanium Opt MT,2016,370000,Petrol,Individual,18.16
687,Mahindra,Bolero 2011-2019 SLE,2013,330000,Diesel,Individual,15.96
688,Hyundai,Santro Xing GLS,2014,238000,Petrol,Individual,17.92
690,Hyundai,Santro Xing GLS,2013,200000,Petrol,Individual,17.92
691,Nissan,Sunny Diesel XV,2014,320000,Diesel,Individual,22.71
692,Hyundai,Santro Xing GL Plus,2009,114999,Petrol,Individual,17.92
693,Maruti,Wagon R LXI BS IV,2015,320000,Petrol,Individual,20.51
694,Hyundai,i10 Era,2010,210000,Petrol,Individual,19.81
695,Mahindra,Xylo D2 BS IV,2011,200000,Diesel,Individual,14.0
696,Maruti,Wagon R LXI Minor,2009,135000,Petrol,Individual,18.9
697,Tata,Indigo CS LS (TDI) BS-III,2015,350000,Diesel,Individual,19.09
698,Mahindra,Bolero 2011-2019 DI BSIII,2014,350000,Diesel,Individual,13.6
699,Maruti,Swift Dzire VDI,2017,680000,Diesel,Individual,28.4
700,Maruti,Swift Vdi BSIII,2010,200000,Diesel,Individual,17.8
701,Renault,KWID 1.0 RXT Optional,2016,300000,Petrol,Individual,23.01
702,Mahindra,Xylo E6,2011,270000,Diesel,Individual,14.0
703,Maruti,Wagon R LXI BSIII,2012,225000,Petrol,Individual,18.9
704,Mahindra,Bolero DI DX 8 Seater,2008,250000,Diesel,Individual,13.6
705,Mahindra,TUV 300 T8,2015,590000,Diesel,Individual,18.49
706,Hyundai,EON Era Plus,2015,290000,Petrol,Individual,21.1
707,Maruti,Zen Estilo LXI BS IV,2010,100000,Petrol,Individual,19.0
708,Maruti,Celerio VXI,2016,395000,Petrol,Individual,23.1
709,Hyundai,EON Era Plus,2014,195000,Petrol,Individual,21.1
710,Tata,Nano Cx,2011,45000,Petrol,Individual,26.0
711,Mahindra,Bolero DI DX 8 Seater,2009,270000,Diesel,Individual,13.6
712,Chevrolet,Tavera Neo 3 LT 9 Seats BSIII,2014,600000,Diesel,Individual,13.58
713,Hyundai,i20 Asta 1.4 CRDi,2015,715000,Diesel,Individual,22.54
714,Hyundai,Elite i20 Magna Plus BSIV,2019,600000,Petrol,Individual,18.6
715,Mahindra,TUV 300 T6 Plus,2019,875000,Diesel,Individual,18.49
